RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
46,6.01,28.43,ITA,1020634,1973,60,46,RABANSER Georg,"",European Cup Götschen (GER),2023-12-09
47,5.90,28.69,AUS,9040213,1999,71,47,EDMANSON Harvey,"",European Cup Götschen (GER),2023-12-09
48,5.80,28.74,SUI,9510555,2007,81,48,MOSCA Nuri,"",European Cup Götschen (GER),2023-12-09
49,5.69,28.76,UKR,9690062,1995,53,49,BELINSKYI Oleksandr,"",European Cup Götschen (GER),2023-12-09
50,5.58,28.83,CZE,9150343,2006,65,50,TULACH Ondrej,"",European Cup Götschen (GER),2023-12-09
51,5.47,29.10,ITA,9290514,2007,73,51,CRAZZOLARA Kevin,"",European Cup Götschen (GER),2023-12-09
52,5.36,29.12,CZE,9150213,1981,55,52,URBAN Ales,"",European Cup Götschen (GER),2023-12-09
53,5.26,29.16,SUI,9510546,2006,79,53,MEISSER Nicola,"",European Cup Götschen (GER),2023-12-09
54,5.15,29.22,POL,9430191,2004,76,54,WILK Michal,"",European Cup Götschen (GER),2023-12-09
55,5.04,29.63,GER,9200210,2005,77,55,ADLER Felix Nepomuk,"",European Cup Götschen (GER),2023-12-09
56,4.93,29.71,ITA,9290532,2008,86,56,APOLLONIO Luca,"",European Cup Götschen (GER),2023-12-09
57,4.82,29.89,JPN,9300973,2001,45,57,YOGO Ryusho,"",European Cup Götschen (GER),2023-12-09
58,4.72,30.03,ITA,9290530,2007,74,58,DA COL Edoardo Leone,"",European Cup Götschen (GER),2023-12-09
59,4.61,30.11,GER,9200220,2006,80,59,RIEDEL Arne,"",European Cup Götschen (GER),2023-12-09
60,4.50,30.40,SUI,9510518,2005,78,60,KATHRINER Arne,"",European Cup Götschen (GER),2023-12-09
61,4.39,30.42,POL,9430173,1989,72,61,PIEKAJ Lukasz,"",European Cup Götschen (GER),2023-12-09
62,4.28,30.46,CZE,9150395,2008,83,62,MICHAL Tomas,"",European Cup Götschen (GER),2023-12-09
63,"",30.71,CZE,1473042,1980,54,63,BRUZEK Viktor,"",European Cup Götschen (GER),2023-12-09
64,"",30.93,CZE,9150316,2004,69,64,BIEGEL Benjamin,"",European Cup Götschen (GER),2023-12-09
65,"",31.23,CZE,9150317,2004,66,65,KRUPA Adam,"",European Cup Götschen (GER),2023-12-09
66,"",32.84,KOR,9320243,2006,61,66,LEE Jeong-Gil,"",European Cup Götschen (GER),2023-12-09
67,"",33.03,CZE,9150344,2006,75,67,SONKA Antonin,"",European Cup Götschen (GER),2023-12-09
68,"",33.32,CZE,9150345,2008,85,68,MARES Filip,"",European Cup Götschen (GER),2023-12-09
69,"","",GER,9200234,2008,84,"",SCHWERDT Samuel,"",European Cup Götschen (GER),2023-12-09
70,"","",ITA,9290441,2004,62,"",DORFMANN Simon,"",European Cup Götschen (GER),2023-12-09
