RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
36,7.09,39.77,CAN,9105491,2004,60,36,BETTEZ Anne-Laurie,"",European Cup St. Moritz (SUI),2024-03-17
37,6.98,39.93,SUI,9515198,2002,68,37,KLEESATTEL Eliane,"",European Cup St. Moritz (SUI),2024-03-17
38,6.88,40.12,CZE,9155117,2007,66,38,JECHOVA Linda,"",European Cup St. Moritz (SUI),2024-03-17
39,6.77,40.62,ITA,9295182,2003,45,39,VALLE Sofia,"",European Cup St. Moritz (SUI),2024-03-17
40,"",41.86,AUT,9055093,2001,34,40,KAINZ Carmen,"",European Cup St. Moritz (SUI),2024-03-17
41,"",42.52,SUI,9515251,2008,70,41,DE FILIPPO Giada,"",European Cup St. Moritz (SUI),2024-03-17
42,"",45.31,POL,9435099,2004,61,42,STOKLOSA Natalia,"",European Cup St. Moritz (SUI),2024-03-17
43,"",47.03,KOR,9325092,2007,69,43,CHO Sumin,"",European Cup St. Moritz (SUI),2024-03-17
44,"","",USA,9535684,2006,65,"",KIZUKA Akina,"",European Cup St. Moritz (SUI),2024-03-17
45,"","",POL,9435100,2005,59,"",ZAPALA Sonia,"",European Cup St. Moritz (SUI),2024-03-17
46,"","",POL,9435077,2000,53,"",KWIATKOWSKA Olimpia,"",European Cup St. Moritz (SUI),2024-03-17
47,"","",UKR,1699984,1997,51,"",MALOVANNA Oleksandra,"",European Cup St. Moritz (SUI),2024-03-17
48,"","",AUT,9055101,2002,28,"",WEIS Miriam,"",European Cup St. Moritz (SUI),2024-03-17
49,"","",SUI,9515212,2003,17,"",BAETSCHI Flurina Neva,"",European Cup St. Moritz (SUI),2024-03-17
50,"","",JPN,1543464,1983,48,"",TAKEUCHI Tomoka,"",European Cup St. Moritz (SUI),2024-03-17
51,"","",UKR,9695023,2001,35,"",BODNARUK Vita,"",European Cup St. Moritz (SUI),2024-03-17
52,"","",JPN,9305427,2003,31,"",MIKI Tsubaki,"",European Cup St. Moritz (SUI),2024-03-17
