RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
23,JPN,7300127,1986,1:14.57,36,SHIBA Masaki,22,Qualification Carezza (ITA),2023-12-14
24,GER,9200145,2000,1:14.76,45,ANGENEND Yannik,24,Qualification Carezza (ITA),2023-12-14
25,BUL,1094969,1990,1:14.89,35,YANKOV Radoslav,25,Qualification Carezza (ITA),2023-12-14
26,UKR,9690121,1999,1:16.81,54,KHARUK Mykhailo,26,Qualification Carezza (ITA),2023-12-14
27,CAN,9100939,2000,1:16.82,56,NAZWASKI Michael,27,Qualification Carezza (ITA),2023-12-14
28,KOR,9320197,2002,1:18.67,66,MA Junho,28,Qualification Carezza (ITA),2023-12-14
29,AUT,9050029,1988,1:21.03,47,KISLINGER Sebastian,29,Qualification Carezza (ITA),2023-12-14
30,ITA,9290227,1995,"",33,BAGOZZA Daniele,30,Qualification Carezza (ITA),2023-12-14
31,AUT,9050272,2001,"",49,PINK Matthaeus,31,Qualification Carezza (ITA),2023-12-14
32,AUT,9050196,1995,"",43,JURITZ Aron,32,Qualification Carezza (ITA),2023-12-14
33,POL,9430124,1996,37.39,37,NOWACZYK Michal,33,Qualification Carezza (ITA),2023-12-14
34,CAN,9100940,2000,37.83,55,BEHAN Jamie,34,Qualification Carezza (ITA),2023-12-14
35,CZE,9150333,2006,38.35,70,MINARIK Krystof,35,Qualification Carezza (ITA),2023-12-14
36,ITA,9290395,2002,38.36,53,LANTSCHNER Fabian,36,Qualification Carezza (ITA),2023-12-14
37,CAN,9100570,1996,38.54,58,LEFEBVRE Jules,37,Qualification Carezza (ITA),2023-12-14
38,USA,9531069,1997,38.58,62,UDOLF Dylan,38,Qualification Carezza (ITA),2023-12-14
39,GER,9200158,2001,38.65,46,PRANTL Ole-Mikkel,39,Qualification Carezza (ITA),2023-12-14
40,CZE,9150168,1999,38.67,69,POCINEK Adam,40,Qualification Carezza (ITA),2023-12-14
41,ITA,9290464,2005,38.67,67,ZIMMERHOFER Elias,40,Qualification Carezza (ITA),2023-12-14
42,POL,9430012,1987,38.71,63,GASIENICA-DANIEL Andrzej,42,Qualification Carezza (ITA),2023-12-14
43,GER,9200128,1999,38.71,34,HUBER Elias,42,Qualification Carezza (ITA),2023-12-14
44,CHN,1124993,2002,38.74,60,BAN Xuefu,44,Qualification Carezza (ITA),2023-12-14
45,USA,9530791,1994,38.91,65,ROSENCRANZ Ryan,45,Qualification Carezza (ITA),2023-12-14
46,KOR,9320127,1998,39.13,51,HONG Seung-Yeong,46,Qualification Carezza (ITA),2023-12-14
47,CAN,9100748,1998,39.18,64,KILMER-CHOI Richard Riley,47,Qualification Carezza (ITA),2023-12-14
48,JPN,9300905,2002,39.55,52,KANEMATSU Naoki,48,Qualification Carezza (ITA),2023-12-14
49,GER,9200176,2002,40.19,68,TANIGUCHI Kaijo,49,Qualification Carezza (ITA),2023-12-14
50,AUT,9050297,2003,41.07,50,KARNER Christoph,50,Qualification Carezza (ITA),2023-12-14
51,CAN,9101030,2001,43.45,57,CARPENTIER Justin,51,Qualification Carezza (ITA),2023-12-14
52,JPN,9300870,2001,44.26,61,SHIMIZU Daichi,52,Qualification Carezza (ITA),2023-12-14
53,ROU,1653462,1976,"",71,MORTILA ZAHARESCU Toma-Andrei,"",Qualification Carezza (ITA),2023-12-14
54,ITA,9290289,1997,"",38,HOFER Marc,"",Qualification Carezza (ITA),2023-12-14
55,ITA,9290463,2005,"",59,SANTUARI Mike,"",Qualification Carezza (ITA),2023-12-14
