RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
30,11.52,1:22.35,USA,9535668,2006,57,30,DOMINO Grace,1,European Cup St. Moritz (SUI),2024-03-16
31,10.08,1:24.41,ITA,9295200,2004,38,31,FACHIN Fabiana,"",European Cup St. Moritz (SUI),2024-03-16
32,9.36,1:47.81,POL,9435070,1999,56,32,BUKOWSKA-CHYC Maria,"",European Cup St. Moritz (SUI),2024-03-16
33,8.64,41.39,CAN,9105317,1998,58,33,VAN GRONINGEN Abby,"",European Cup St. Moritz (SUI),2024-03-16
34,7.92,41.58,SUI,9515198,2002,51,34,KLEESATTEL Eliane,"",European Cup St. Moritz (SUI),2024-03-16
35,7.92,41.58,SUI,9515212,2003,19,34,BAETSCHI Flurina Neva,"",European Cup St. Moritz (SUI),2024-03-16
36,7.09,41.73,CZE,9155071,2003,59,36,SONKOVA Klara,"",European Cup St. Moritz (SUI),2024-03-16
37,6.98,41.83,UKR,1699984,1997,49,37,MALOVANNA Oleksandra,"",European Cup St. Moritz (SUI),2024-03-16
38,6.88,42.64,UKR,9695036,2003,32,38,HAPATYN Nadiia,"",European Cup St. Moritz (SUI),2024-03-16
39,6.77,42.81,POL,9435100,2005,61,39,ZAPALA Sonia,"",European Cup St. Moritz (SUI),2024-03-16
40,6.66,42.93,POL,9435098,2004,65,40,PIWOWARCZYK Natasza,"",European Cup St. Moritz (SUI),2024-03-16
41,6.55,43.04,ITA,9295158,2003,34,41,FAVA Elisa,"",European Cup St. Moritz (SUI),2024-03-16
42,6.44,43.42,CAN,9105491,2004,62,42,BETTEZ Anne-Laurie,"",European Cup St. Moritz (SUI),2024-03-16
43,6.34,43.56,POL,9435094,2004,60,43,KACICZAK Olga,"",European Cup St. Moritz (SUI),2024-03-16
44,6.23,44.00,CZE,9155137,2007,66,44,OTIPKOVA Hana,"",European Cup St. Moritz (SUI),2024-03-16
45,6.12,44.34,POL,9435097,2004,64,45,POLTORAK Karolina,"",European Cup St. Moritz (SUI),2024-03-16
46,"",46.00,USA,9535541,2001,69,46,JONES Cecelia,"",European Cup St. Moritz (SUI),2024-03-16
47,"",46.76,JPN,1543464,1983,50,47,TAKEUCHI Tomoka,"",European Cup St. Moritz (SUI),2024-03-16
48,"",49.83,SUI,9515251,2008,70,48,DE FILIPPO Giada,"",European Cup St. Moritz (SUI),2024-03-16
49,"",52.85,KOR,9325092,2007,71,49,CHO Sumin,"",European Cup St. Moritz (SUI),2024-03-16
50,"",1:05.58,CZE,9155117,2007,68,50,JECHOVA Linda,"",European Cup St. Moritz (SUI),2024-03-16
51,"","",USA,9535684,2006,67,"",KIZUKA Akina,"",European Cup St. Moritz (SUI),2024-03-16
52,"","",POL,9435099,2004,63,"",STOKLOSA Natalia,"",European Cup St. Moritz (SUI),2024-03-16
53,"","",USA,9535431,1999,55,"",KIZUKA Kaiya,"",European Cup St. Moritz (SUI),2024-03-16
