RowID,Nation,FIS code,Year,Time,Bib,Rank,Athlete,Event Name,Date,RaceID,FIS Points,Score,Cup Points
23,USA,9535531,2000,,37,23,BULLIS Alexa,European Cup Götschen (GER),2023-12-08,21611,28.80,1:00.27,8
24,AUT,9055100,2002,,45,24,PICHELKASTNER Jessica,European Cup Götschen (GER),2023-12-08,21611,25.20,1:00.56,7
25,UKR,9695036,2003,,26,25,HAPATYN Nadiia,European Cup Götschen (GER),2023-12-08,21611,21.60,1:00.58,6
26,JPN,9305432,2003,,52,26,KANAZAWA Noa,European Cup Götschen (GER),2023-12-08,21611,18.00,1:00.71,5
27,CZE,9155107,2005,,34,27,KECLIKOVA Adela,European Cup Götschen (GER),2023-12-08,21611,16.20,1:01.05,4
28,USA,9535431,1999,,33,27,KIZUKA Kaiya,European Cup Götschen (GER),2023-12-08,21611,16.20,1:01.05,4
29,JPN,9305265,1994,,21,29,KOSHISAKA Ayana,European Cup Götschen (GER),2023-12-08,21611,12.96,1:01.45,2
30,UKR,1699984,1997,,55,30,MALOVANNA Oleksandra,European Cup Götschen (GER),2023-12-08,21611,11.52,1:05.79,1
31,SUI,9515213,2004,,59,31,BAETSCHI Laila Ursina,European Cup Götschen (GER),2023-12-08,21611,10.08,28.97,""
32,GER,9205100,2005,,64,32,BUCCIONI Aurelia,European Cup Götschen (GER),2023-12-08,21611,9.36,29.76,""
33,CHN,9125092,2004,,60,33,PANG Yu,European Cup Götschen (GER),2023-12-08,21611,8.64,29.89,""
34,GER,9205097,2005,,49,34,TANIGUCHI Yuna,European Cup Götschen (GER),2023-12-08,21611,7.92,30.04,""
35,ITA,9295211,2005,,71,35,RABANSER Sophie,European Cup Götschen (GER),2023-12-08,21611,7.20,30.08,""
36,AUS,9045081,1997,,57,36,BONGIORNO Millie,European Cup Götschen (GER),2023-12-08,21611,7.09,30.13,""
37,POL,9435097,2004,,63,37,POLTORAK Karolina,European Cup Götschen (GER),2023-12-08,21611,6.98,30.19,""
38,ITA,9295200,2004,,66,38,FACHIN Fabiana,European Cup Götschen (GER),2023-12-08,21611,6.88,30.30,""
39,JPN,9305291,1996,,61,39,TOYODA Asa,European Cup Götschen (GER),2023-12-08,21611,6.77,30.34,""
40,GER,9205105,2006,,58,39,GUNKEL Hannah,European Cup Götschen (GER),2023-12-08,21611,6.77,30.34,""
41,SUI,9515198,2002,,76,41,KLEESATTEL Eliane,European Cup Götschen (GER),2023-12-08,21611,6.55,30.40,""
42,CAN,9105317,1998,,40,42,VAN GRONINGEN Abby,European Cup Götschen (GER),2023-12-08,21611,6.44,30.41,""
43,ITA,9295182,2003,,48,43,VALLE Sofia,European Cup Götschen (GER),2023-12-08,21611,6.34,30.49,""
44,CZE,9155052,1996,,65,44,HOUZVICKOVA Kristyna,European Cup Götschen (GER),2023-12-08,21611,6.23,30.54,""
45,JPN,9305476,2005,,50,45,MAEDA Suzumi,European Cup Götschen (GER),2023-12-08,21611,6.12,30.84,""
46,ITA,9295234,2008,,79,46,CARNEVALI Giorgia,European Cup Götschen (GER),2023-12-08,21611,6.01,30.86,""
47,ITA,9295224,2006,,74,47,MAMMONE Anna Victoria,European Cup Götschen (GER),2023-12-08,21611,5.90,30.96,""
48,POL,9435094,2004,,47,48,KACICZAK Olga,European Cup Götschen (GER),2023-12-08,21611,5.80,31.18,""
49,CZE,9155116,2006,,69,49,MARESOVA Emma Maya,European Cup Götschen (GER),2023-12-08,21611,5.69,31.37,""
50,POL,9435100,2005,,56,50,ZAPALA Sonia,European Cup Götschen (GER),2023-12-08,21611,5.58,31.50,""
51,JPN,9305461,2004,,39,51,OSHIMA Hinano,European Cup Götschen (GER),2023-12-08,21611,5.47,31.56,""
52,ITA,9295178,2003,,73,52,BOSSA Rachele,European Cup Götschen (GER),2023-12-08,21611,5.36,32.29,""
53,CZE,9155137,2007,,70,53,OTIPKOVA Hana,European Cup Götschen (GER),2023-12-08,21611,5.26,33.18,""
54,CZE,9155098,2004,,67,54,ZVIRECI Jana,European Cup Götschen (GER),2023-12-08,21611,5.15,34.10,""
55,POL,9435099,2004,,62,55,STOKLOSA Natalia,European Cup Götschen (GER),2023-12-08,21611,"",34.17,""
56,CZE,9155110,2006,,68,56,BIEGELOVA Sofie,European Cup Götschen (GER),2023-12-08,21611,"",34.31,""
57,JPN,9305438,2003,,72,57,IIOKA Maika,European Cup Götschen (GER),2023-12-08,21611,"",34.45,""
58,POL,9435105,2006,,78,58,MICHURA Klaudia,European Cup Götschen (GER),2023-12-08,21611,"",34.58,""
59,KOR,9325092,2007,,81,59,CHO Sumin,European Cup Götschen (GER),2023-12-08,21611,"",57.49,""
60,GER,9205106,2007,,77,"",REICHELMEIR Ina,European Cup Götschen (GER),2023-12-08,21611,"","",""
61,NED,9405023,1996,,17,"",DEKKER Michelle,European Cup Götschen (GER),2023-12-08,21611,"","",""
1,AUT,9050297,2003,52.11,25,1,KARNER Christoph,Qualification Götschen (GER),2023-12-09,21614,,,
2,GER,9200158,2001,52.47,22,2,PRANTL Ole-Mikkel,Qualification Götschen (GER),2023-12-09,21614,,,
3,CAN,9101129,2002,52.76,21,3,HELDMAN Ben,Qualification Götschen (GER),2023-12-09,21614,,,
4,CAN,9100945,2000,53.13,23,4,GAUDET Arnaud,Qualification Götschen (GER),2023-12-09,21614,,,
5,JPN,7300127,1986,53.53,28,5,SHIBA Masaki,Qualification Götschen (GER),2023-12-09,21614,,,
6,JPN,9300856,2001,53.80,39,6,SHINOHARA Ryusuke,Qualification Götschen (GER),2023-12-09,21614,,,
7,AUT,9050324,2007,53.85,58,7,GRAVOGL Joachim,Qualification Götschen (GER),2023-12-09,21614,,,
8,ITA,9290395,2002,53.93,26,8,LANTSCHNER Fabian,Qualification Götschen (GER),2023-12-09,21614,,,
9,JPN,9300870,2001,54.01,35,9,SHIMIZU Daichi,Qualification Götschen (GER),2023-12-09,21614,,,
10,ITA,9290463,2005,54.08,33,10,SANTUARI Mike,Qualification Götschen (GER),2023-12-09,21614,,,
11,AUT,9050316,2005,54.12,30,11,PIETSCH Werner,Qualification Götschen (GER),2023-12-09,21614,,,
12,ITA,9290464,2005,54.18,43,12,ZIMMERHOFER Elias,Qualification Götschen (GER),2023-12-09,21614,,,
13,CZE,9150333,2006,54.20,49,13,MINARIK Krystof,Qualification Götschen (GER),2023-12-09,21614,,,
14,GER,9200145,2000,54.26,31,14,ANGENEND Yannik,Qualification Götschen (GER),2023-12-09,21614,,,
15,CAN,9100940,2000,54.28,29,15,BEHAN Jamie,Qualification Götschen (GER),2023-12-09,21614,,,
16,UKR,9690121,1999,54.38,27,16,KHARUK Mykhailo,Qualification Götschen (GER),2023-12-09,21614,,,
17,ITA,9290515,2007,54.46,46,17,RABANSER Tommy,Qualification Götschen (GER),2023-12-09,21614,,,
18,CHN,1124993,2002,54.47,34,18,BAN Xuefu,Qualification Götschen (GER),2023-12-09,21614,,,
19,USA,9531069,1997,54.48,36,19,UDOLF Dylan,Qualification Götschen (GER),2023-12-09,21614,,,
20,JPN,9300905,2002,54.53,19,20,KANEMATSU Naoki,Qualification Götschen (GER),2023-12-09,21614,,,
21,GER,9200176,2002,54.61,44,21,TANIGUCHI Kaijo,Qualification Götschen (GER),2023-12-09,21614,,,
22,GER,9200128,1999,54.70,20,22,HUBER Elias,Qualification Götschen (GER),2023-12-09,21614,,,
23,GER,9200191,2003,54.95,17,23,KUEHNHAUSER Max,Qualification Götschen (GER),2023-12-09,21614,,,
24,CAN,9100939,2000,55.03,18,24,NAZWASKI Michael,Qualification Götschen (GER),2023-12-09,21614,,,
25,AUT,9050308,2004,55.04,57,25,TREFFLER Julian,Qualification Götschen (GER),2023-12-09,21614,,,
26,JPN,9301037,2005,55.15,42,26,SUMINAGA Shogo,Qualification Götschen (GER),2023-12-09,21614,,,
27,AUT,9050318,2006,55.26,52,27,HAMMERSCHMIDT Lion,Qualification Götschen (GER),2023-12-09,21614,,,
28,POL,9430012,1987,55.59,37,28,GASIENICA-DANIEL Andrzej,Qualification Götschen (GER),2023-12-09,21614,,,
29,CAN,9100748,1998,55.72,38,29,KILMER-CHOI Richard Riley,Qualification Götschen (GER),2023-12-09,21614,,,
30,ITA,9290497,2006,56.03,51,30,HALLER Manuel,Qualification Götschen (GER),2023-12-09,21614,,,
31,KOR,9320127,1998,56.66,32,31,HONG Seung-Yeong,Qualification Götschen (GER),2023-12-09,21614,,,
32,GER,9200203,2004,1:03.79,56,32,VOJTASEK Samuel,Qualification Götschen (GER),2023-12-09,21614,,,
33,POL,9430169,1999,27.81,50,33,RUTKOWSKI Mikolaj,Qualification Götschen (GER),2023-12-09,21614,,,
34,CAN,9101030,2001,27.86,24,34,CARPENTIER Justin,Qualification Götschen (GER),2023-12-09,21614,,,
35,GEO,1684990,1985,27.90,70,35,NAZGAIDZE Revaz,Qualification Götschen (GER),2023-12-09,21614,,,
36,GER,9200208,2005,27.92,64,36,RIEL Benedikt,Qualification Götschen (GER),2023-12-09,21614,,,
37,CHN,1124990,2001,27.93,82,37,DING Xuedong,Qualification Götschen (GER),2023-12-09,21614,,,
38,USA,9530791,1994,27.95,40,38,ROSENCRANZ Ryan,Qualification Götschen (GER),2023-12-09,21614,,,
39,LAT,9550007,1983,28.06,68,39,KORDE Edijs,Qualification Götschen (GER),2023-12-09,21614,,,
40,ITA,9290437,2004,28.17,63,40,DA COL Tommaso Felice,Qualification Götschen (GER),2023-12-09,21614,,,
41,CZE,9150168,1999,28.20,47,41,POCINEK Adam,Qualification Götschen (GER),2023-12-09,21614,,,
42,POL,9430208,2006,28.22,67,42,KULPINSKI Anatol,Qualification Götschen (GER),2023-12-09,21614,,,
43,KOR,9320197,2002,28.24,41,43,MA Junho,Qualification Götschen (GER),2023-12-09,21614,,,
44,POL,9430193,2004,28.27,59,44,MIKOLAJCZYK Maciej,Qualification Götschen (GER),2023-12-09,21614,,,
45,UKR,9690140,2001,28.28,48,45,KABALIUK Andrii,Qualification Götschen (GER),2023-12-09,21614,,,
46,ITA,1020634,1973,28.43,60,46,RABANSER Georg,Qualification Götschen (GER),2023-12-09,21614,,,
47,AUS,9040213,1999,28.69,71,47,EDMANSON Harvey,Qualification Götschen (GER),2023-12-09,21614,,,
48,SUI,9510555,2007,28.74,81,48,MOSCA Nuri,Qualification Götschen (GER),2023-12-09,21614,,,
49,UKR,9690062,1995,28.76,53,49,BELINSKYI Oleksandr,Qualification Götschen (GER),2023-12-09,21614,,,
50,CZE,9150343,2006,28.83,65,50,TULACH Ondrej,Qualification Götschen (GER),2023-12-09,21614,,,
51,ITA,9290514,2007,29.10,73,51,CRAZZOLARA Kevin,Qualification Götschen (GER),2023-12-09,21614,,,
52,CZE,9150213,1981,29.12,55,52,URBAN Ales,Qualification Götschen (GER),2023-12-09,21614,,,
53,SUI,9510546,2006,29.16,79,53,MEISSER Nicola,Qualification Götschen (GER),2023-12-09,21614,,,
54,POL,9430191,2004,29.22,76,54,WILK Michal,Qualification Götschen (GER),2023-12-09,21614,,,
55,GER,9200210,2005,29.63,77,55,ADLER Felix Nepomuk,Qualification Götschen (GER),2023-12-09,21614,,,
56,ITA,9290532,2008,29.71,86,56,APOLLONIO Luca,Qualification Götschen (GER),2023-12-09,21614,,,
57,JPN,9300973,2001,29.89,45,57,YOGO Ryusho,Qualification Götschen (GER),2023-12-09,21614,,,
58,ITA,9290530,2007,30.03,74,58,DA COL Edoardo Leone,Qualification Götschen (GER),2023-12-09,21614,,,
59,GER,9200220,2006,30.11,80,59,RIEDEL Arne,Qualification Götschen (GER),2023-12-09,21614,,,
60,SUI,9510518,2005,30.40,78,60,KATHRINER Arne,Qualification Götschen (GER),2023-12-09,21614,,,
61,POL,9430173,1989,30.42,72,61,PIEKAJ Lukasz,Qualification Götschen (GER),2023-12-09,21614,,,
62,CZE,9150395,2008,30.46,83,62,MICHAL Tomas,Qualification Götschen (GER),2023-12-09,21614,,,
63,CZE,1473042,1980,30.71,54,63,BRUZEK Viktor,Qualification Götschen (GER),2023-12-09,21614,,,
64,CZE,9150316,2004,30.93,69,64,BIEGEL Benjamin,Qualification Götschen (GER),2023-12-09,21614,,,
65,CZE,9150317,2004,31.23,66,65,KRUPA Adam,Qualification Götschen (GER),2023-12-09,21614,,,
66,KOR,9320243,2006,32.84,61,66,LEE Jeong-Gil,Qualification Götschen (GER),2023-12-09,21614,,,
67,CZE,9150344,2006,33.03,75,67,SONKA Antonin,Qualification Götschen (GER),2023-12-09,21614,,,
68,CZE,9150345,2008,33.32,85,68,MARES Filip,Qualification Götschen (GER),2023-12-09,21614,,,
69,GER,9200234,2008,"",84,"",SCHWERDT Samuel,Qualification Götschen (GER),2023-12-09,21614,,,
70,ITA,9290441,2004,"",62,"",DORFMANN Simon,Qualification Götschen (GER),2023-12-09,21614,,,
1,JPN,9305427,2003,55.57,27,1,MIKI Tsubaki,Qualification Götschen (GER),2023-12-09,21613,,,
2,GER,9205058,1996,55.68,19,2,HOFMEISTER Ramona Theresia,Qualification Götschen (GER),2023-12-09,21613,,,
3,CAN,9105518,2005,56.08,28,3,MOISAN Aurelie,Qualification Götschen (GER),2023-12-09,21613,,,
4,GER,9205050,1994,56.12,20,4,LOCH Cheyenne,Qualification Götschen (GER),2023-12-09,21613,,,
5,GER,9205056,1996,57.04,22,5,HOCHREITER Melanie,Qualification Götschen (GER),2023-12-09,21613,,,
6,AUT,9055093,2001,57.51,23,6,KAINZ Carmen,Qualification Götschen (GER),2023-12-09,21613,,,
7,CHN,9125001,1998,57.92,75,7,GONG Naiying,Qualification Götschen (GER),2023-12-09,21613,,,
8,AUT,9055107,2003,57.97,25,8,SCHOEFFMANN Pia,Qualification Götschen (GER),2023-12-09,21613,,,
9,CAN,9105371,2000,57.98,17,9,BUCK Kaylie,Qualification Götschen (GER),2023-12-09,21613,,,
10,USA,9535569,2003,58.05,24,10,PFLUM Iris,Qualification Götschen (GER),2023-12-09,21613,,,
11,SUI,9515212,2003,58.14,31,11,BAETSCHI Flurina Neva,Qualification Götschen (GER),2023-12-09,21613,,,
12,AUT,9055101,2002,58.23,30,12,WEIS Miriam,Qualification Götschen (GER),2023-12-09,21613,,,
13,SUI,9515196,2002,58.37,38,13,HAUSER Ricarda,Qualification Götschen (GER),2023-12-09,21613,,,
14,SUI,9515213,2004,58.42,59,14,BAETSCHI Laila Ursina,Qualification Götschen (GER),2023-12-09,21613,,,
15,JPN,9305432,2003,58.44,52,15,KANAZAWA Noa,Qualification Götschen (GER),2023-12-09,21613,,,
16,CHN,9125028,2001,58.49,51,16,KONG Binbin,Qualification Götschen (GER),2023-12-09,21613,,,
17,SUI,9515236,2007,58.57,26,17,VON SIEBENTHAL Xenia,Qualification Götschen (GER),2023-12-09,21613,,,
18,ITA,9295158,2003,58.84,21,18,FAVA Elisa,Qualification Götschen (GER),2023-12-09,21613,,,
19,GER,9205104,2006,58.88,35,19,JANSING Salome,Qualification Götschen (GER),2023-12-09,21613,,,
20,GER,9205103,2006,58.97,43,20,SCHEID Mathilda,Qualification Götschen (GER),2023-12-09,21613,,,
21,AUT,9055118,2006,59.05,46,21,GAMS Marie,Qualification Götschen (GER),2023-12-09,21613,,,
22,POL,9435104,2006,59.13,18,22,DAWIDEK Weronika,Qualification Götschen (GER),2023-12-09,21613,,,
23,USA,9535431,1999,59.33,29,23,KIZUKA Kaiya,Qualification Götschen (GER),2023-12-09,21613,,,
24,AUT,9055100,2002,59.53,45,24,PICHELKASTNER Jessica,Qualification Götschen (GER),2023-12-09,21613,,,
25,POL,9435097,2004,1:00.04,63,25,POLTORAK Karolina,Qualification Götschen (GER),2023-12-09,21613,,,
26,CZE,9155071,2003,1:00.33,44,26,SONKOVA Klara,Qualification Götschen (GER),2023-12-09,21613,,,
27,UKR,9695036,2003,1:00.35,32,27,HAPATYN Nadiia,Qualification Götschen (GER),2023-12-09,21613,,,
28,ITA,9295234,2008,1:00.42,80,28,CARNEVALI Giorgia,Qualification Götschen (GER),2023-12-09,21613,,,
29,USA,9535531,2000,1:00.73,37,29,BULLIS Alexa,Qualification Götschen (GER),2023-12-09,21613,,,
30,CHN,9125009,1997,1:00.80,36,30,DONG Xue,Qualification Götschen (GER),2023-12-09,21613,,,
31,GER,9205100,2005,1:01.06,64,31,BUCCIONI Aurelia,Qualification Götschen (GER),2023-12-09,21613,,,
32,GER,9205112,2008,1:03.76,78,32,JANSING Zoe,Qualification Götschen (GER),2023-12-09,21613,,,
33,JPN,9305291,1996,29.98,61,33,TOYODA Asa,Qualification Götschen (GER),2023-12-09,21613,,,
34,GER,9205097,2005,29.98,49,34,TANIGUCHI Yuna,Qualification Götschen (GER),2023-12-09,21613,,,
35,JPN,9305265,1994,30.02,33,35,KOSHISAKA Ayana,Qualification Götschen (GER),2023-12-09,21613,,,
36,UKR,1699984,1997,30.08,55,36,MALOVANNA Oleksandra,Qualification Götschen (GER),2023-12-09,21613,,,
37,CHN,9125092,2004,30.23,60,37,PANG Yu,Qualification Götschen (GER),2023-12-09,21613,,,
38,CZE,9155052,1996,30.24,65,38,HOUZVICKOVA Kristyna,Qualification Götschen (GER),2023-12-09,21613,,,
39,GER,9205105,2006,30.29,58,39,GUNKEL Hannah,Qualification Götschen (GER),2023-12-09,21613,,,
40,CAN,9105317,1998,30.39,40,40,VAN GRONINGEN Abby,Qualification Götschen (GER),2023-12-09,21613,,,
41,ITA,9295211,2005,30.41,71,41,RABANSER Sophie,Qualification Götschen (GER),2023-12-09,21613,,,
42,JPN,9305461,2004,30.56,39,42,OSHIMA Hinano,Qualification Götschen (GER),2023-12-09,21613,,,
43,JPN,9305476,2005,30.62,50,43,MAEDA Suzumi,Qualification Götschen (GER),2023-12-09,21613,,,
44,POL,9435094,2004,30.62,47,44,KACICZAK Olga,Qualification Götschen (GER),2023-12-09,21613,,,
45,CZE,9155137,2007,30.63,70,45,OTIPKOVA Hana,Qualification Götschen (GER),2023-12-09,21613,,,
46,POL,9435100,2005,30.68,56,46,ZAPALA Sonia,Qualification Götschen (GER),2023-12-09,21613,,,
47,CZE,9155116,2006,31.04,69,47,MARESOVA Emma Maya,Qualification Götschen (GER),2023-12-09,21613,,,
48,ITA,9295182,2003,31.09,48,48,VALLE Sofia,Qualification Götschen (GER),2023-12-09,21613,,,
49,SUI,9515198,2002,31.12,76,49,KLEESATTEL Eliane,Qualification Götschen (GER),2023-12-09,21613,,,
50,ITA,9295224,2006,31.35,74,50,MAMMONE Anna Victoria,Qualification Götschen (GER),2023-12-09,21613,,,
51,POL,9435099,2004,31.51,62,51,STOKLOSA Natalia,Qualification Götschen (GER),2023-12-09,21613,,,
52,GER,9205106,2007,31.65,77,52,REICHELMEIR Ina,Qualification Götschen (GER),2023-12-09,21613,,,
53,ITA,9295178,2003,32.25,73,53,BOSSA Rachele,Qualification Götschen (GER),2023-12-09,21613,,,
54,POL,9435105,2006,32.83,79,54,MICHURA Klaudia,Qualification Götschen (GER),2023-12-09,21613,,,
55,CZE,9155098,2004,32.85,67,55,ZVIRECI Jana,Qualification Götschen (GER),2023-12-09,21613,,,
56,CZE,9155110,2006,32.86,68,56,BIEGELOVA Sofie,Qualification Götschen (GER),2023-12-09,21613,,,
57,JPN,9305438,2003,33.48,72,57,IIOKA Maika,Qualification Götschen (GER),2023-12-09,21613,,,
58,ITA,9295200,2004,33.71,66,58,FACHIN Fabiana,Qualification Götschen (GER),2023-12-09,21613,,,
59,KOR,9325092,2007,45.10,81,59,CHO Sumin,Qualification Götschen (GER),2023-12-09,21613,,,
60,CZE,9155107,2005,"",34,"",KECLIKOVA Adela,Qualification Götschen (GER),2023-12-09,21613,,,
61,AUS,9045081,1997,"",57,"",BONGIORNO Millie,Qualification Götschen (GER),2023-12-09,21613,,,
1,CAN,9100945,2000,,23,1,GAUDET Arnaud,European Cup Götschen (GER),2023-12-09,21616,360.00,53.13,100
2,GER,9200158,2001,,22,2,PRANTL Ole-Mikkel,European Cup Götschen (GER),2023-12-09,21616,288.00,52.47,80
3,ITA,9290395,2002,,26,3,LANTSCHNER Fabian,European Cup Götschen (GER),2023-12-09,21616,216.00,53.93,60
4,GER,9200145,2000,,31,4,ANGENEND Yannik,European Cup Götschen (GER),2023-12-09,21616,180.00,54.26,50
5,AUT,9050297,2003,,25,5,KARNER Christoph,European Cup Götschen (GER),2023-12-09,21616,162.00,52.11,45
6,JPN,7300127,1986,,28,6,SHIBA Masaki,European Cup Götschen (GER),2023-12-09,21616,144.00,53.53,40
7,AUT,9050324,2007,,58,7,GRAVOGL Joachim,European Cup Götschen (GER),2023-12-09,21616,129.60,53.85,36
8,AUT,9050316,2005,,30,8,PIETSCH Werner,European Cup Götschen (GER),2023-12-09,21616,115.20,54.12,32
9,CAN,9101129,2002,,21,9,HELDMAN Ben,European Cup Götschen (GER),2023-12-09,21616,104.40,52.76,29
10,JPN,9300856,2001,,39,10,SHINOHARA Ryusuke,European Cup Götschen (GER),2023-12-09,21616,93.60,53.80,26
11,JPN,9300870,2001,,35,11,SHIMIZU Daichi,European Cup Götschen (GER),2023-12-09,21616,86.40,54.01,24
12,ITA,9290463,2005,,33,12,SANTUARI Mike,European Cup Götschen (GER),2023-12-09,21616,79.20,54.08,22
13,ITA,9290464,2005,,43,13,ZIMMERHOFER Elias,European Cup Götschen (GER),2023-12-09,21616,72.00,54.18,20
14,CZE,9150333,2006,,49,14,MINARIK Krystof,European Cup Götschen (GER),2023-12-09,21616,64.80,54.20,18
15,CAN,9100940,2000,,29,15,BEHAN Jamie,European Cup Götschen (GER),2023-12-09,21616,57.60,54.28,16
16,UKR,9690121,1999,,27,16,KHARUK Mykhailo,European Cup Götschen (GER),2023-12-09,21616,54.00,54.38,15
17,ITA,9290515,2007,,46,17,RABANSER Tommy,European Cup Götschen (GER),2023-12-09,21616,50.40,54.46,14
18,CHN,1124993,2002,,34,18,BAN Xuefu,European Cup Götschen (GER),2023-12-09,21616,46.80,54.47,13
19,USA,9531069,1997,,36,19,UDOLF Dylan,European Cup Götschen (GER),2023-12-09,21616,43.20,54.48,12
20,JPN,9300905,2002,,19,20,KANEMATSU Naoki,European Cup Götschen (GER),2023-12-09,21616,39.60,54.53,11
21,GER,9200176,2002,,44,21,TANIGUCHI Kaijo,European Cup Götschen (GER),2023-12-09,21616,36.00,54.61,10
22,GER,9200128,1999,,20,22,HUBER Elias,European Cup Götschen (GER),2023-12-09,21616,32.40,54.70,9
23,GER,9200191,2003,,17,23,KUEHNHAUSER Max,European Cup Götschen (GER),2023-12-09,21616,28.80,54.95,8
24,CAN,9100939,2000,,18,24,NAZWASKI Michael,European Cup Götschen (GER),2023-12-09,21616,25.20,55.03,7
25,AUT,9050308,2004,,57,25,TREFFLER Julian,European Cup Götschen (GER),2023-12-09,21616,21.60,55.04,6
26,JPN,9301037,2005,,42,26,SUMINAGA Shogo,European Cup Götschen (GER),2023-12-09,21616,18.00,55.15,5
27,AUT,9050318,2006,,52,27,HAMMERSCHMIDT Lion,European Cup Götschen (GER),2023-12-09,21616,16.20,55.26,4
28,POL,9430012,1987,,37,28,GASIENICA-DANIEL Andrzej,European Cup Götschen (GER),2023-12-09,21616,14.40,55.59,3
29,CAN,9100748,1998,,38,29,KILMER-CHOI Richard Riley,European Cup Götschen (GER),2023-12-09,21616,12.96,55.72,2
30,ITA,9290497,2006,,51,30,HALLER Manuel,European Cup Götschen (GER),2023-12-09,21616,11.52,56.03,1
31,KOR,9320127,1998,,32,31,HONG Seung-Yeong,European Cup Götschen (GER),2023-12-09,21616,10.08,56.66,""
32,GER,9200203,2004,,56,32,VOJTASEK Samuel,European Cup Götschen (GER),2023-12-09,21616,9.36,1:03.79,""
33,POL,9430169,1999,,50,33,RUTKOWSKI Mikolaj,European Cup Götschen (GER),2023-12-09,21616,8.64,27.81,""
34,CAN,9101030,2001,,24,34,CARPENTIER Justin,European Cup Götschen (GER),2023-12-09,21616,7.92,27.86,""
35,GEO,1684990,1985,,70,35,NAZGAIDZE Revaz,European Cup Götschen (GER),2023-12-09,21616,7.20,27.90,""
36,GER,9200208,2005,,64,36,RIEL Benedikt,European Cup Götschen (GER),2023-12-09,21616,7.09,27.92,""
37,CHN,1124990,2001,,82,37,DING Xuedong,European Cup Götschen (GER),2023-12-09,21616,6.98,27.93,""
38,USA,9530791,1994,,40,38,ROSENCRANZ Ryan,European Cup Götschen (GER),2023-12-09,21616,6.88,27.95,""
39,LAT,9550007,1983,,68,39,KORDE Edijs,European Cup Götschen (GER),2023-12-09,21616,6.77,28.06,""
40,ITA,9290437,2004,,63,40,DA COL Tommaso Felice,European Cup Götschen (GER),2023-12-09,21616,6.66,28.17,""
41,CZE,9150168,1999,,47,41,POCINEK Adam,European Cup Götschen (GER),2023-12-09,21616,6.55,28.20,""
42,POL,9430208,2006,,67,42,KULPINSKI Anatol,European Cup Götschen (GER),2023-12-09,21616,6.44,28.22,""
43,KOR,9320197,2002,,41,43,MA Junho,European Cup Götschen (GER),2023-12-09,21616,6.34,28.24,""
44,POL,9430193,2004,,59,44,MIKOLAJCZYK Maciej,European Cup Götschen (GER),2023-12-09,21616,6.23,28.27,""
45,UKR,9690140,2001,,48,45,KABALIUK Andrii,European Cup Götschen (GER),2023-12-09,21616,6.12,28.28,""
46,ITA,1020634,1973,,60,46,RABANSER Georg,European Cup Götschen (GER),2023-12-09,21616,6.01,28.43,""
47,AUS,9040213,1999,,71,47,EDMANSON Harvey,European Cup Götschen (GER),2023-12-09,21616,5.90,28.69,""
48,SUI,9510555,2007,,81,48,MOSCA Nuri,European Cup Götschen (GER),2023-12-09,21616,5.80,28.74,""
49,UKR,9690062,1995,,53,49,BELINSKYI Oleksandr,European Cup Götschen (GER),2023-12-09,21616,5.69,28.76,""
50,CZE,9150343,2006,,65,50,TULACH Ondrej,European Cup Götschen (GER),2023-12-09,21616,5.58,28.83,""
51,ITA,9290514,2007,,73,51,CRAZZOLARA Kevin,European Cup Götschen (GER),2023-12-09,21616,5.47,29.10,""
52,CZE,9150213,1981,,55,52,URBAN Ales,European Cup Götschen (GER),2023-12-09,21616,5.36,29.12,""
53,SUI,9510546,2006,,79,53,MEISSER Nicola,European Cup Götschen (GER),2023-12-09,21616,5.26,29.16,""
54,POL,9430191,2004,,76,54,WILK Michal,European Cup Götschen (GER),2023-12-09,21616,5.15,29.22,""
55,GER,9200210,2005,,77,55,ADLER Felix Nepomuk,European Cup Götschen (GER),2023-12-09,21616,5.04,29.63,""
56,ITA,9290532,2008,,86,56,APOLLONIO Luca,European Cup Götschen (GER),2023-12-09,21616,4.93,29.71,""
57,JPN,9300973,2001,,45,57,YOGO Ryusho,European Cup Götschen (GER),2023-12-09,21616,4.82,29.89,""
58,ITA,9290530,2007,,74,58,DA COL Edoardo Leone,European Cup Götschen (GER),2023-12-09,21616,4.72,30.03,""
59,GER,9200220,2006,,80,59,RIEDEL Arne,European Cup Götschen (GER),2023-12-09,21616,4.61,30.11,""
60,SUI,9510518,2005,,78,60,KATHRINER Arne,European Cup Götschen (GER),2023-12-09,21616,4.50,30.40,""
61,POL,9430173,1989,,72,61,PIEKAJ Lukasz,European Cup Götschen (GER),2023-12-09,21616,4.39,30.42,""
62,CZE,9150395,2008,,83,62,MICHAL Tomas,European Cup Götschen (GER),2023-12-09,21616,4.28,30.46,""
63,CZE,1473042,1980,,54,63,BRUZEK Viktor,European Cup Götschen (GER),2023-12-09,21616,"",30.71,""
64,CZE,9150316,2004,,69,64,BIEGEL Benjamin,European Cup Götschen (GER),2023-12-09,21616,"",30.93,""
65,CZE,9150317,2004,,66,65,KRUPA Adam,European Cup Götschen (GER),2023-12-09,21616,"",31.23,""
66,KOR,9320243,2006,,61,66,LEE Jeong-Gil,European Cup Götschen (GER),2023-12-09,21616,"",32.84,""
