RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
27,45.00,1:10.89,GER,9200128,1999,34,27,HUBER Elias,4,World Cup Cortina d'Ampezzo (ITA),2023-12-16
28,40.00,1:10.94,AUT,9050196,1995,44,28,JURITZ Aron,3,World Cup Cortina d'Ampezzo (ITA),2023-12-16
29,36.00,1:11.11,AUT,9050297,2003,50,29,KARNER Christoph,2,World Cup Cortina d'Ampezzo (ITA),2023-12-16
30,32.00,1:11.97,KOR,9320127,1998,51,30,HONG Seung-Yeong,1,World Cup Cortina d'Ampezzo (ITA),2023-12-16
31,28.00,1:13.15,ITA,9290395,2002,54,31,LANTSCHNER Fabian,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
32,26.00,"",AUT,9050238,1997,39,32,AUNER Arvid,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
33,24.00,35.77,JPN,9300870,2001,63,33,SHIMIZU Daichi,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
34,22.00,35.96,UKR,9690121,1999,48,34,KHARUK Mykhailo,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
35,20.00,36.11,CAN,9100570,1996,60,35,LEFEBVRE Jules,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
36,19.70,36.14,USA,9531069,1997,64,36,UDOLF Dylan,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
37,19.40,36.20,CAN,9100939,2000,58,37,NAZWASKI Michael,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
38,19.10,36.27,CAN,9100940,2000,57,38,BEHAN Jamie,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
39,18.80,36.29,POL,9430124,1996,38,39,NOWACZYK Michal,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
40,18.50,36.40,BUL,9090161,2005,56,40,GERGYOVSKI Petar,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
41,18.20,36.61,POL,9430012,1987,65,41,GASIENICA-DANIEL Andrzej,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
42,17.90,37.00,ITA,9290464,2005,69,42,ZIMMERHOFER Elias,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
43,17.60,37.10,CAN,9100748,1998,66,43,KILMER-CHOI Richard Riley,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
44,17.30,37.16,ITA,9290463,2005,61,44,SANTUARI Mike,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
45,17.00,37.20,CZE,9150333,2006,73,45,MINARIK Krystof,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
46,16.70,37.36,USA,9530791,1994,67,46,ROSENCRANZ Ryan,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
47,16.40,37.52,JPN,9300905,2002,53,47,KANEMATSU Naoki,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
48,16.10,37.57,CHN,1124993,2002,62,48,BAN Xuefu,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
49,15.80,37.75,BUL,9090159,2004,68,49,GEORGIEV Kristian,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
50,"",37.82,CZE,9150168,1999,71,50,POCINEK Adam,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
51,"",40.66,MKD,1568975,1979,72,51,KACARSKI Aleksandar,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
52,"",41.98,BUL,9090158,2004,55,52,KRASHNIAK Alexander,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
53,"",44.41,GER,9200145,2000,43,53,ANGENEND Yannik,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
54,"",45.72,GER,9200176,2002,70,54,TANIGUCHI Kaijo,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
55,"","",ROU,1653462,1976,74,"",MORTILA ZAHARESCU Toma-Andrei,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
56,"","",BUL,9090160,2005,52,"",ZAMFIROV Tervel,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
57,"","",CAN,9101030,2001,59,"",CARPENTIER Justin,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
58,"","",GER,9200092,1993,25,"",BAUMEISTER Stefan,"",World Cup Cortina d'Ampezzo (ITA),2023-12-16
